track_name,artist_name,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_mins
Pruuum (Tommy Driker),RuskieBanana,251036,9/5/20,44,0.49,0.71,1,-6.406,1,0.0788,0.0377,2.75E-06,0.225,0.606,93.991,4.183933333
Intenso Boom Boom,Dj Smith Casma,139352,1/2/21,44,0.421,0.563,8,-8.317,1,0.305,0.0429,0.00219,0.104,0.964,84.995,2.322533333
Beautiful Girls - Tik Tok Remix,Eduardo Luzquiños,238000,13/9/20,44,0.357,0.494,4,-11.394,1,0.0823,0.185,0.00251,0.359,0.784,129.967,3.966666667
Needed Me - Remix,Dj Tiktokker,157113,21/2/21,61,0.54,0.757,0,-6.304,1,0.166,0.00726,7.50E-05,0.377,0.681,62.5,2.61855
Ella Quiere Hmm... Haa... Hmm - Tik Tok Remix,Eduardo Luzquiños,234725,9/9/20,52,0.539,0.86,6,-1.898,1,0.0364,0.117,0.000274,0.366,0.638,99.99,3.912083333
Va Va Vroom Vroom,DJ Bryanflow,184842,6/1/21,44,0.474,0.876,2,-6.506,1,0.0489,0.344,0.0543,0.0595,0.941,102.962,3.0807
Ay Rico Rico Vs Culo,DJ Luc14no Antileo,132000,18/2/21,46,0.501,0.844,11,-6.555,0,0.11,0.0164,0.00239,0.0722,0.829,120.019,2.2
Tampa Curhat Beat / Baila - Tik Tok Remix,Eduardo Luzquiños,269396,28/1/21,34,0.429,0.904,8,-6.819,1,0.184,0.0854,0.195,0.18,0.599,126.894,4.489933333
Se Acabó La Cuarentena - Remix,Eduardo Luzquiños,171191,17/10/20,33,0.377,0.871,4,-5.115,0,0.0954,0.00214,0.145,0.079,0.836,127.962,2.853183333
Whisky Cola,Vanfire,297500,5/12/20,29,0.355,0.822,9,-6.44,1,0.0493,0.438,0.00514,0.2,0.8,104.992,4.958333333
Ikan Hiu Makan Tomat,Maykel Mantow,129408,30/10/20,35,0.345,0.891,5,-2.635,0,0.0492,0.226,0.014,0.0502,0.981,130.064,2.1568
Oh Owa Abu Salsa,kingpuntocom beats,186961,25/1/21,29,0.22,0.729,11,-9.723,1,0.101,0.846,0.6,0.0672,0.972,130.001,3.116016667
Prrum - Remix,Dj Raulito,115110,10/1/21,35,0.348,0.844,5,-3.181,0,0.233,0.0565,1.63E-06,0.679,0.603,95.923,1.9185
Madan (Siren Jam),Haska,127975,9/2/21,51,0.473,0.731,10,-5.206,0,0.053,0.00668,0.0459,0.244,0.77,122.999,2.132916667
Acompanha o Grave,Mc Lele,188769,11/11/15,41,0.386,0.91,6,-0.153,0,0.0958,0.181,0.000219,0.0658,0.537,131.951,3.14615
Pokemon Aki Aki,Dj Yaksy,297815,27/11/20,38,0.377,0.889,10,-3.906,1,0.031,0.0605,0.423,0.187,0.864,134.106,4.963583333
Hadal Ahbek Slowed (Rapapa Parapa Rapa),Gabi Riveros,217870,4/2/21,34,0.243,0.447,0,-9.489,1,0.0602,0.254,0.00443,0.282,0.556,180.227,3.631166667
Dynamite,BTS,199053,20/11/20,91,0.892,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,3.31755
Lemon Tree,Gustixa,158703,15/10/20,56,0.501,0.482,0,-9.342,1,0.0405,0.821,0.893,0.533,0.282,122.051,2.64505
At My Worst,Pink Sweat$,170344,12/2/21,77,0.672,0.415,0,-5.926,1,0.0349,0.777,0,0.131,0.667,91.921,2.839066667
DYWB (Drink Your Water Bitch),mimiyuuuh,164493,10/10/20,41,0.316,0.709,11,-5.596,1,0.0856,0.0521,0.00356,0.0834,0.474,120.075,2.74155
Dark Horse,Katy Perry,215672,18/10/13,76,0.832,0.585,6,-6.122,1,0.0513,0.00314,0,0.165,0.353,131.931,3.594533333
Kabet,Gagong Rapper,317309,7/9/20,23,0.301,0.355,0,-16.528,1,0.0378,0.692,1.99E-05,0.0994,0.638,79.977,5.288483333
Beautiful Scars,Maximillian,194757,23/10/20,69,0.613,0.457,4,-8.667,0,0.0597,0.369,0,0.106,0.427,144.962,3.24595
Chicken Wing,Cameron Sanderson,174656,19/9/20,34,0.413,0.68,8,-6.579,1,0.0433,0.601,0,0.166,0.507,95.078,2.910933333
Bella Poarch's Chicken Wings,OT BEATZ,79124,19/10/20,23,0.234,0.552,8,-7.77,1,0.0783,0.0211,0.000154,0.087,0.308,100.046,1.318733333
Paubaya,Moira Dela Torre,282490,31/10/20,64,0.623,0.245,5,-12.45,1,0.0354,0.766,0.000365,0.0768,0.174,127.067,4.708166667
Love Story,Taylor Swift,236266,11/11/08,76,0.666,0.741,2,-3.97,1,0.0311,0.131,0,0.0772,0.306,118.984,3.937766667
Pump It Harder,Black Eyed Peas,231746,1/1/09,41,0.404,0.86,9,-6.517,1,0.339,0.00186,0.000144,0.324,0.465,132.944,3.862433333
Panalo - Pacquiao Version,Ez Mil,214280,27/2/21,44,0.394,0.79,2,-4.134,1,0.128,0.015,0,0.0861,0.53,139.929,3.571333333
Eenie Meenie,Sean Kingston,201946,23/3/10,77,0.855,0.607,1,-4.168,1,0.0322,0.0543,0,0.113,0.828,121.223,3.365766667
Iko Iko (My Bestie and Your Bestie Sitting by the Fire),Anthem Hits Platinum,176878,29/3/21,60,0.546,0.848,5,-4.615,1,0.058,0.446,0.000293,0.0905,0.948,104.934,2.947966667
Vacation,Dirty Heads,209142,30/6/17,76,0.676,0.754,8,-5.034,1,0.035,0.0431,0,0.0999,0.793,150.017,3.4857
Pusing Pala Barbie - Akimilaku Remix,Claud Musik Indonesia,308235,15/9/18,32,0.231,0.887,9,-3.836,0,0.0582,0.0202,0.582,0.112,0.961,129.97,5.13725
Dusk Till Dawn - Radio Edit,ZAYN,239000,7/9/17,81,0.786,0.437,11,-6.593,0,0.039,0.101,1.27E-06,0.106,0.0967,180.043,3.983333333
Habits (Stay High) - Hippie Sabotage Remix,Tove Lo,258933,30/10/15,54,0.615,0.686,4,-7.562,0,0.0366,0.00108,0.871,0.0933,0.0656,121.011,4.31555
Roundabout - 2003 Remaster,Yes,510573,26/11/71,65,0.73,0.761,4,-9.453,0,0.0687,0.0685,0.00772,0.0758,0.392,132.923,8.50955
Come and Get Your Love - Single Version,Redbone,205933,1/11/73,77,0.7,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,3.432216667
Leave a Light On,Tom Walker,185863,13/10/17,74,0.665,0.624,5,-5.946,1,0.113,0.0153,1.78E-06,0.133,0.267,68.976,3.097716667
Gangsta's Paradise,Coolio,240693,7/11/95,84,0.752,0.514,8,-10.05,1,0.0593,0.0655,0,0.398,0.387,79.974,4.01155
Money Mouf,Tyga,211703,18/9/20,65,0.644,0.793,10,-4.645,0,0.256,0.00136,0,0.0814,0.793,105.012,3.528383333
When I ruled the world X Let Me See Your Hips Swing,Facemask Time,193071,18/10/20,14,0.125,0.835,8,-4.555,1,0.0936,0.156,0.000782,0.53,0.64,150.044,3.21785
Looking Like That,Sebastian Rhodes,120790,10/6/20,24,0.191,0.379,9,-15.723,1,0.474,0.408,0,0.241,0.546,160.046,2.013166667
Filipina Aye,Je,240000,4/6/20,42,0.513,0.384,7,-13.985,1,0.0973,0.591,0,0.122,0.619,80.019,4
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,163870,11/8/17,78,0.692,0.783,10,-6.458,1,0.0856,0.047,0,0.083,0.579,154.084,2.731166667
Replay,Iyaz,182306,11/8/09,73,0.676,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,3.038433333
Ehu Girl,Kolohe Kai,229760,25/9/09,60,0.549,0.625,0,-5.379,1,0.0382,0.135,0,0.0888,0.94,133.013,3.829333333
RAPSTAR,Polo G,165925,9/4/21,95,1.03,0.536,6,-6.862,1,0.242,0.41,0,0.129,0.437,81.039,2.765416667
CARTIER,Reggie Mills,179133,9/4/21,56,0.577,0.807,8,-3.303,1,0.0763,0.112,0,0.123,0.281,125.014,2.98555
Gucci Knife (feat. MASN),Carlie Hanson,151642,21/5/21,58,0.679,0.623,11,-6.657,0,0.0464,0.055,0,0.596,0.379,145.002,2.527366667
Feel Your Love,Bhaskar,182950,14/5/21,68,0.595,0.807,4,-5.291,0,0.0339,0.00926,0.0136,0.109,0.227,122.041,3.049166667
Gone,Chiiild,171693,28/4/21,57,0.647,0.438,7,-8.479,1,0.0598,0.654,0.0796,0.131,0.637,142.027,2.86155
Touch Down 2 Cause Hell,Hd4president,164754,22/4/21,52,0.454,0.818,1,-4.264,1,0.275,0.00126,0,0.0921,0.662,168.977,2.7459
Keep Dancing,Marcus Layton,171029,28/5/21,50,0.49,0.809,2,-5.49,0,0.112,0.137,1.54E-05,0.122,0.571,119.987,2.850483333
Holdin Me Down,King Combs,251838,26/3/21,59,0.563,0.622,9,-5.709,0,0.348,0.236,1.29E-06,0.0928,0.417,155.599,4.1973
Memories,Coopex,138452,28/5/21,48,0.577,0.862,8,-4.18,1,0.116,0.335,0.000623,0.102,0.738,123.979,2.307533333
Magic,Rolling Stone P,152056,21/5/21,50,0.493,0.612,10,-8.517,0,0.119,0.152,1.20E-05,0.107,0.581,98.023,2.534266667
White Flag,Lucas Estrada,198974,9/4/21,69,0.764,0.784,6,-5.761,0,0.0306,0.0468,0.218,0.104,0.463,116.996,3.316233333
Fever,SOMMA,162934,19/3/21,70,0.675,0.756,10,-6.992,0,0.0797,0.0784,2.32E-06,0.0669,0.291,120.247,2.715566667
Love Again,LANNÉ,160324,28/5/21,49,0.502,0.742,0,-6.577,1,0.139,0.0241,2.61E-06,0.104,0.178,124.99,2.672066667
Write This Down (Instrumental),SoulChef,188420,23/3/16,65,0.614,0.738,10,-4.658,0,0.0444,0.00355,0.939,0.0633,0.781,93.005,3.140333333
Daisy,Dame Dame,127696,7/5/21,56,0.536,0.898,8,-4.228,0,0.153,0.00658,0.0142,0.0998,0.607,125.068,2.128266667
Best Friend (feat. Doja Cat),Saweetie,155883,19/3/21,54,0.63,0.766,4,-4.12,1,0.136,0.00302,3.61E-06,0.0684,0.402,94.018,2.59805
Problemas,Paris Boy,222892,11/10/20,54,0.58,0.238,1,-13.154,0,0.0554,0.677,2.20E-05,0.0869,0.262,98.022,3.714866667
Can't Stop (Oh No),Papa Zeus,153010,7/5/21,55,0.646,0.658,7,-4.8,0,0.0264,0.0336,0.00188,0.337,0.719,122,2.550166667
I'll Never Let You Know,Lion,150080,28/5/21,42,0.38,0.868,1,-5.827,0,0.143,0.148,0.00352,0.177,0.336,120.535,2.501333333
Talk To Me,Mark Mendy,147840,7/5/21,67,0.614,0.631,1,-5.867,0,0.0654,0.231,5.94E-05,0.145,0.802,123.959,2.464
I Don't Wanna Be Your Friend,Mark Mendy,162352,16/10/20,62,0.624,0.873,7,-4.057,1,0.0725,0.117,1.44E-06,0.175,0.52,102.054,2.705866667
Metaphor,Blinded Hearts,168515,7/5/21,58,0.645,0.762,0,-5.236,1,0.0784,0.239,0,0.111,0.506,105.04,2.808583333
motive (with Doja Cat),Ariana Grande,167989,19/2/21,68,0.608,0.742,10,-5.664,0,0.0652,0.0681,0,0.166,0.661,116.965,2.799816667
Smells Like Teen Spirit,Coopex,186005,23/4/21,59,0.574,0.781,9,-4.211,1,0.0646,0.308,0,0.179,0.613,119.933,3.100083333
Butterfly Effect,Coopex,151427,12/2/21,57,0.64,0.859,11,-3.49,0,0.165,0.0697,0,0.324,0.743,120.01,2.523783333
The Greatest,Tewy,259608,21/5/21,46,0.377,0.555,1,-5.742,1,0.181,0.38,0,0.207,0.608,168.009,4.3268
Payphone,Faruk Orman,128824,7/5/21,50,0.595,0.707,11,-7.953,1,0.224,0.563,6.40E-06,0.338,0.462,125.07,2.147066667
Speechless - Stripped Version,Jethro,130169,28/5/21,43,0.346,0.171,4,-9.332,1,0.0746,0.943,0,0.0908,0.256,183.847,2.169483333
do you wonder where my smile went?,"tearo, the ghost",96800,29/1/21,45,0.527,0.436,2,-12.428,1,0.0454,0.7,0.355,0.223,0.429,149.918,1.613333333
THICK (feat. Megan Thee Stallion) - Remix,DJ Chose,205241,29/10/20,51,0.469,0.729,9,-5.942,1,0.435,0.0259,0,0.296,0.647,145.19,3.420683333
Lately,I.U,144437,7/5/21,39,0.324,0.624,7,-8.425,1,0.0825,0.0875,0.000792,0.534,0.326,100.006,2.407283333
Rover (feat. DTG),S1mba,167916,4/3/20,75,0.697,0.624,11,-6.66,0,0.206,0.496,0,0.283,0.804,62.948,2.7986
Lovers Say Goodbye,James Carter,137213,26/3/21,66,0.614,0.711,8,-6.471,1,0.09,0.0232,4.78E-05,0.196,0.619,122.032,2.286883333
DÁKITI,Dame Dame,147366,5/3/21,52,0.467,0.815,4,-5.092,0,0.101,0.206,0,0.631,0.627,121.975,2.4561
If You Want Me To,ItsLee,153886,30/4/21,42,0.465,0.539,2,-8.511,1,0.0549,0.226,0,0.107,0.38,115.096,2.564766667
No Reason,Stisema,180521,14/5/21,44,0.417,0.735,8,-5.048,1,0.0315,0.0249,5.06E-05,0.327,0.333,115.026,3.008683333
boy u look so pretty,elie curtis,147914,14/5/21,37,0.315,0.469,0,-8.905,1,0.0389,0.866,0.00308,0.162,0.372,134.04,2.465233333
Deja Vu - No No Never,Sugar Jesus,177348,21/5/21,45,0.478,0.652,7,-5.752,0,0.0417,0.0341,0.000167,0.0944,0.324,121.99,2.9558
Nothing Makes Sense,Namelle,167484,7/5/21,43,0.486,0.504,6,-11.019,0,0.169,0.0558,9.52E-05,0.379,0.504,173.941,2.7914
Dead 2 Me,Yung Pinch,169090,28/5/21,52,0.461,0.496,0,-7.536,0,0.0731,0.24,0,0.0936,0.585,88.009,2.818166667
Lose Track,MC4D,202605,21/5/21,34,0.409,0.779,1,-5.387,1,0.04,0.03,0,0.192,0.1,125.969,3.37675
Demons,CPX,129692,21/5/21,52,0.529,0.848,8,-5.473,1,0.217,0.317,0,0.349,0.29,124.056,2.161533333
Renee,SALES,179125,23/6/13,69,0.68,0.386,9,-8.183,1,0.0548,0.755,0.00253,0.118,0.424,108.957,2.985416667
Pretty Lil Thing,ARIA,117306,23/4/21,55,0.647,0.511,3,-8.002,0,0.102,0.286,0,0.103,0.405,89.977,1.9551
Want You Around (Letter to X),Viva La Panda,152259,23/4/21,49,0.392,0.743,10,-6.457,1,0.0276,0.131,0,0.114,0.58,123.009,2.53765
Better For,Aexcit,163274,7/5/21,44,0.513,0.854,6,-4.072,0,0.0562,0.127,1.11E-06,0.138,0.507,124.056,2.721233333
Life's a Coma,DNT RYE,194571,1/5/20,39,0.383,0.771,4,-4.879,0,0.0384,0.251,7.20E-06,0.174,0.63,104.99,3.24285
Toosie Slide,Drake,247058,1/5/20,74,0.728,0.49,1,-8.82,0,0.209,0.289,3.04E-06,0.113,0.845,81.604,4.117633333
Don't Feel Like Dancing (feat. Cally Rhodes),Dualities,150720,30/4/21,48,0.453,0.91,7,-4.228,0,0.0897,0.0375,1.81E-06,0.272,0.774,124.984,2.512
Be Kind (with Halsey),Marshmello,172761,1/5/20,82,0.771,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,2.87935
Down That Road,Stupid Goldfish,183000,21/5/21,43,0.35,0.815,11,-6.504,0,0.0364,0.000911,4.36E-06,0.133,0.319,114.992,3.05
Later Bitches,The Prince Karma,247976,15/6/18,51,0.602,0.518,8,-6.563,1,0.102,0.000573,0.108,0.342,0.504,121.116,4.132933333
Easy Love,Discofields,118846,28/5/21,32,0.377,0.878,1,-5.387,0,0.119,0.0729,0,0.431,0.661,104.002,1.980766667
Lovely,Alfons,159023,8/1/21,53,0.499,0.677,4,-6.954,0,0.064,0.316,0.00127,0.268,0.0375,128.078,2.650383333
Just People,Rolipso,121935,28/5/21,40,0.492,0.677,6,-5.527,1,0.0285,0.0237,1.13E-06,0.255,0.418,124.085,2.03225
In Your Eyes,The Weeknd,237520,20/3/20,84,0.76,0.719,7,-5.371,0,0.0346,0.00285,8.10E-05,0.0736,0.717,100.021,3.958666667
L'amour Toujours,SUD,162461,15/1/21,65,0.665,0.761,6,-9.2,0,0.0385,0.00576,0.205,0.216,0.117,129.998,2.707683333
That Way,Lil Uzi Vert,212354,1/3/20,69,0.733,0.611,7,-5.01,0,0.0403,0.0582,0,0.155,0.489,129.962,3.539233333
Smile,Kerry Wheeler,171349,20/5/21,45,0.549,0.425,0,-7.148,1,0.054,0.719,4.28E-05,0.108,0.424,85.366,2.855816667
Stuck In My Head,AJ Salvatore,180000,21/5/21,49,0.588,0.675,8,-4.82,1,0.0458,0.73,0,0.0704,0.366,86.073,3
everything i wanted,Billie Eilish,245425,13/11/19,85,0.814,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,4.090416667
Kiss Me,Lucas Estrada,146668,9/10/20,56,0.46,0.685,8,-8.08,1,0.0624,0.374,0.000155,0.581,0.122,107.938,2.444466667
Bad Karma,Alex D'Rosso,166611,7/5/21,46,0.381,0.612,6,-6.92,0,0.0531,0.0268,0,0.0758,0.33,121.076,2.77685
I Don't Care (with Justin Bieber),Ed Sheeran,219946,10/5/19,81,0.767,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,3.665766667
Lost Souls,Ace Poetik,319346,25/1/20,40,0.414,0.443,7,-15.812,0,0.302,0.776,0,0.11,0.748,145.024,5.322433333
Baila Conmigo,Arts,163505,28/5/21,32,0.231,0.605,1,-7.344,1,0.113,0.022,0.00142,0.125,0.77,120.002,2.725083333
Away,Limón Limón,167330,11/1/21,41,0.469,0.896,8,-6.191,0,0.0358,0.023,0.0156,0.0625,0.906,110.009,2.788833333
Cut Me Out,Ray Le Fanue,165000,12/3/21,39,0.489,0.602,4,-8.125,1,0.101,0.423,0,0.15,0.522,92.048,2.75
Rockstar,Ilkay Sencan,212280,21/6/19,72,0.772,0.826,11,-3.978,1,0.0604,0.142,0.03,0.145,0.185,100.012,3.538
Quarantini,Kyan Palmer,206857,13/10/20,43,0.506,0.873,10,-3.772,0,0.0675,0.0127,0,0.167,0.656,105.001,3.447616667
The Less I Know The Better,Tame Impala,216320,17/7/15,84,0.816,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,3.605333333
Don't Speak,Chaël,156275,11/12/20,61,0.523,0.497,5,-9.882,0,0.046,0.801,0.00133,0.111,0.367,107.981,2.604583333
MURNTY,Tony Willrich,182351,22/5/21,44,0.352,0.375,10,-13.283,0,0.887,0.113,0,0.0735,0.523,81.11,3.039183333
Bazooka,Sleepy Chows,136969,21/5/21,51,0.418,0.787,11,-6.344,0,0.219,0.179,0.36,0.113,0.235,197.973,2.282816667
deeper me,Ss.hh.a.n.a,195047,1/4/21,53,0.455,0.304,10,-10.236,0,0.0687,0.372,3.89E-05,0.145,0.617,119.957,3.250783333
After the Cash,RudeBoyKels,184842,26/3/21,45,0.53,0.64,5,-7.061,0,0.227,0.47,0,0.176,0.668,113.05,3.0807
Levitating (feat. DaBaby),Dua Lipa,203064,27/3/20,91,0.974,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,3.3844
Only U,JADE MOSS,150401,14/5/21,41,0.47,0.721,7,-6.293,0,0.0569,0.0294,0.59,0.144,0.871,150.048,2.506683333
Mr. Saxobeat,Masove,158709,7/5/21,62,0.596,0.874,7,-4.871,1,0.087,0.0725,1.19E-05,0.0422,0.432,120.347,2.64515
Astronaut In The Ocean,Boehm,177380,7/5/21,57,0.47,0.728,5,-7.103,0,0.173,0.131,0,0.111,0.549,126.024,2.956333333
Psychopath,Shumy Luke,165494,30/4/21,46,0.408,0.598,11,-8.433,1,0.176,0.422,0.685,0.108,0.623,119,2.758233333
Polkka,Ilkan Gunuc,136320,19/3/21,60,0.538,0.738,6,-8.383,0,0.132,0.157,0.513,0.348,0.294,125.097,2.272
On My Way Home,Henri Purnell,158402,23/4/21,63,0.544,0.663,11,-6.034,0,0.0347,0.017,3.10E-05,0.939,0.591,119.915,2.640033333
Get Gone,Two Neighbors,169093,30/4/21,49,0.49,0.642,6,-6.014,0,0.038,0.00243,0.000339,0.436,0.339,131.982,2.818216667
Please Don't Waste My Time,Dolo Tonight,124627,19/3/21,19,0.201,0.693,10,-7.447,0,0.223,0.268,1.37E-06,0.247,0.406,98.53,2.077116667
Jealous,Eyedress,122338,6/12/19,74,0.776,0.921,9,-10.431,0,0.0457,0.00491,0.859,0.476,0.696,93.007,2.038966667
MiNi VaN,Amaru Son,128677,2/6/21,12,0.119,0.605,0,-8.488,0,0.118,0.0484,0,0.0983,0.162,112.024,2.144616667
Questions,Skylar Stecker,173333,23/4/21,44,0.451,0.421,3,-8.864,0,0.237,0.717,3.43E-05,0.111,0.282,114.781,2.888883333
Pleasure,Allocai,215874,30/4/21,51,0.43,0.642,3,-4.761,1,0.0358,0.0888,0,0.143,0.276,119.888,3.5979
MA CHÉRIE,Young B,146557,13/5/21,37,0.295,0.459,10,-8.788,0,0.194,0.156,2.02E-06,0.103,0.787,118.022,2.442616667
Money Up,Bay-C,136911,16/4/21,37,0.333,0.904,7,-5.412,1,0.183,0.383,0.00237,0.163,0.75,102.081,2.28185
BET,Rizzy Rackz,102896,21/9/19,38,0.38,0.57,7,-5.645,0,0.297,0.111,2.23E-06,0.197,0.753,111.989,1.714933333
Bubblegum Bitch,MARINA,154666,30/4/12,82,0.831,0.856,0,-5.123,0,0.0311,0.000219,0,0.103,0.609,158.024,2.577766667
Pockets (feat. EVAN GIIA),Devault,221176,21/5/21,44,0.47,0.825,0,-4.683,1,0.0514,0.105,2.94E-05,0.123,0.199,102.045,3.686266667
Promiscuous,Nelly Furtado,243746,7/2/20,47,0.394,0.972,10,-6.082,0,0.0491,0.0488,9.23E-05,0.132,0.874,114.34,4.062433333
Og Advice,Anthony Q.,200829,14/3/21,39,0.415,0.572,6,-7.053,1,0.145,0.339,0,0.137,0.536,100.21,3.34715
Hudson,Elizabeth Wyld,231773,7/5/21,32,0.261,0.475,0,-8.537,1,0.0297,0.00211,0.001,0.101,0.0852,163.6,3.862883333
Photo ID,Remi Wolf,265263,24/6/20,70,0.77,0.66,1,-3.637,1,0.0819,0.111,0,0.143,0.802,113.956,4.42105
Botella Tras Botella,Gera MX,197333,23/4/21,92,0.828,0.546,0,-4.572,1,0.0437,0.656,0,0.122,0.69,106.891,3.288883333
Feels Right,Barrett Crake,185251,20/5/21,42,0.479,0.769,0,-7.758,1,0.0432,0.0791,2.35E-05,0.107,0.581,102.943,3.087516667
Lights Out,Ana Shine,193002,26/3/21,36,0.366,0.81,0,-7.852,1,0.0542,0.222,0.00142,0.168,0.658,109.988,3.2167
Zodiac Signs,Aieysha Haws,193886,11/2/21,32,0.396,0.7,11,-7.655,0,0.23,0.427,0.000198,0.199,0.7,129.865,3.231433333
Howdy Doo,Z. Weina,175596,28/4/21,30,0.379,0.661,0,-7.886,1,0.477,0.0379,1.02E-06,0.101,0.155,88.503,2.9266
Outside,Paul BornaStar,160006,10/3/21,36,0.418,0.615,8,-5.749,0,0.598,0.111,0,0.0765,0.54,159.523,2.666766667
shadows,ocean,223477,4/3/21,35,0.359,0.495,2,-12.397,0,0.0367,0.497,0,0.197,0.229,96.015,3.724616667
Ramenez la coupe à la maison,Vegedream,235555,19/7/18,66,0.748,0.661,0,-6.237,0,0.0395,0.0358,0,0.138,0.804,107.992,3.925916667
Roses,Svniivan,166904,29/1/21,60,0.591,0.847,9,-6.493,1,0.0382,0.0295,0,0.768,0.451,126,2.781733333
The Monster,The FifthGuys,156679,18/5/21,59,0.615,0.937,1,-4.412,0,0.212,0.0779,7.80E-06,0.254,0.571,127.984,2.611316667
Better People,Niiko x SWAE,195000,14/5/21,39,0.423,0.691,2,-3.879,1,0.0754,0.0746,0.000146,0.101,0.371,128.012,3.25
Who we are,Anna Helen,172431,11/5/21,38,0.284,0.858,9,-7.065,0,0.0435,0.0789,0.00184,0.0926,0.405,115.002,2.87385
How Bizarre,OMC,225699,1996,69,0.738,0.705,0,-6.255,1,0.0411,0.247,0,0.23,0.834,124.908,3.76165
When the Tornado Comes,Adam Aronson,190215,28/5/21,29,0.19,0.284,2,-17.313,1,0.0313,0.381,1.42E-06,0.0798,0.504,74.011,3.17025
Find a Way,Griegz,196715,16/4/21,39,0.339,0.844,9,-4.651,0,0.0564,0.0167,0,0.0747,0.188,139.923,3.278583333
Kick Me,Boring Lauren,165331,8/1/21,33,0.246,0.468,6,-10.571,0,0.0317,0.237,0.748,0.112,0.345,120.026,2.755516667
MAKE YA HOLLA,Stef,99500,9/10/20,33,0.311,0.581,0,-4.312,0,0.0553,0.00349,0.000226,0.104,0.516,120.016,1.658333333
Tampa,Cico P,176160,31/10/19,81,0.738,0.408,8,-10.162,0,0.487,0.164,0,0.0912,0.742,77.029,2.936
Pyp,C.LACY,207600,23/4/21,49,0.394,0.532,6,-12.493,1,0.222,0.498,0,0.304,0.564,96.923,3.46
Pursuing the Promise,Rivertree Music,338047,28/5/21,27,0.176,0.517,11,-6.213,1,0.0294,0.807,1.91E-06,0.0997,0.245,139.772,5.634116667
Fine On My Own,Ella McCready,207931,14/5/21,34,0.279,0.485,8,-9.588,0,0.0556,0.312,0,0.0568,0.453,116.094,3.465516667
Ransom,Lil Tecca,131240,30/8/19,82,0.783,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,2.187333333
Home,Edward Sharpe & The Magnetic Zeros,303200,14/7/09,71,0.624,0.589,2,-6.623,1,0.0318,0.292,0.000522,0.177,0.137,111.665,5.053333333
Hear You Calling,Joey + Kelly Thompson,354174,30/4/21,30,0.303,0.62,1,-7.966,0,0.0273,0.263,8.43E-05,0.113,0.0997,102.998,5.9029
Sensitive,Serena Isioma,174720,29/1/20,74,0.691,0.649,7,-6.979,1,0.133,0.166,3.35E-05,0.165,0.351,89.73,2.912
Lonely (Marcus Layton Edit),LAUWE,138489,27/11/20,54,0.615,0.779,2,-6.197,1,0.413,0.131,0,0.0762,0.417,107.77,2.30815
It's You (Marcus Layton Edit),LAUWE,165740,16/4/21,57,0.547,0.731,5,-6.971,1,0.233,0.135,0,0.122,0.713,107.938,2.762333333
Big Jet Plane,Braaten,173968,24/12/20,59,0.563,0.613,1,-7.972,1,0.0318,0.0613,5.49E-05,0.0863,0.264,122.967,2.899466667
If You Had My Love,TWOPILOTS,174210,30/4/21,64,0.737,0.875,10,-4.012,0,0.0817,0.375,0,0.335,0.766,113.99,2.9035
I Don't Wanna Know,SOMMA,151048,24/7/20,70,0.744,0.805,8,-6.438,0,0.324,0.145,0,0.297,0.882,120.008,2.517466667
Say My Name,Matvey Emerson,213246,31/7/20,66,0.645,0.712,7,-5.002,0,0.0647,0.0121,0.0181,0.07,0.97,120.002,3.5541
Moment,Robin M,129445,12/2/21,68,0.663,0.531,6,-6.542,1,0.0826,0.109,0.000926,0.107,0.753,122.957,2.157416667
We Found Love,Robbe,143437,6/5/21,61,0.618,0.786,5,-4.852,1,0.0747,0.0506,1.03E-06,0.316,0.151,127.972,2.390616667
Safety Dance,CARSTN,149072,30/10/20,55,0.636,0.72,7,-6.651,1,0.101,0.122,1.69E-06,0.594,0.55,107.985,2.484533333
Everybody Loves You,Felly,183915,17/3/21,55,0.498,0.53,2,-8.15,1,0.313,0.00831,0,0.0984,0.469,75.852,3.06525
Daddy Issues,The Neighbourhood,260173,30/10/15,86,0.763,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4.336216667
Stunnin' (feat. Harm Franklin),Curtis Waters,144000,19/5/20,72,0.663,0.685,11,-6.429,0,0.0627,0.33,0,0.148,0.937,99.954,2.4
Watermelon Sugar,Zita,181610,7/8/20,52,0.496,0.518,10,-7.739,1,0.0806,0.478,0,0.0967,0.393,91.06,3.026833333
